Cust No.,Item No.,Description,Description,UPC 2 - Box,U/M,Packed,Retail Pack,Price,Retail,UPC 1 - Each,UPC 2 - Box,UPC 3 - Case,Each Price,Description,Unit Retail
910992,418624,BIG BOX WHOPPERS 5 OZ,CANDY-BAG/BOX CANDY CASE PICK,10010700024401.00,CSE,00012 EA,12/CASE,13.94,1.79,10700024404.00,10010700024401.00,10010700024401.00,1.16,CANDY,21.48
910992,418632,GURLEY 2/$2 BIT-O-HONEY,CANDY-GURLEY'S 2/$2.00 PEG LINE,10077449505875.00,CSE,00012 EA,12/CASE,7.94,1,77449505878.00,10077449505875.00,10077449505875.00,0.66,CANDY,12
910992,418640,GURLEY 2/$2 BUBBLE GUM-WRAPPED,CANDY-GURLEY'S 2/$2.00 PEG LINE,10077449505882.00,CSE,00012 EA,12/CASE,7.94,1,77449505885.00,10077449505882.00,10077449505882.00,0.66,CANDY,12
910992,418657,GURLEY 2/$2 BUTTERSCOTCH BUTTONS,CANDY-GURLEY'S 2/$2.00 PEG LINE,10077449505899.00,CSE,00012 EA,12/CASE,7.94,1,77449505892.00,10077449505899.00,10077449505899.00,0.66,CANDY,12
910992,418665,GURLEY 2/$2 CANDY CORN,CANDY-GURLEY'S 2/$2.00 PEG LINE,10077449505905.00,CSE,00012 EA,12/CASE,7.94,1,77449505908.00,10077449505905.00,10077449505905.00,0.66,CANDY,12
910992,418673,GURLEY 2/$2 CANDY ROLLS SMARTIES,CANDY-GURLEY'S 2/$2.00 PEG LINE,10077449505912.00,CSE,00012 EA,12/CASE,7.94,1,77449505915.00,10077449505912.00,10077449505912.00,0.66,CANDY,12
910992,418681,GURLEY 2/$2 CARAMEL CREMES GOETZES,CANDY-GURLEY'S 2/$2.00 PEG LINE,10077449505929.00,CSE,00012 EA,12/CASE,7.94,1,77449505922.00,10077449505929.00,10077449505929.00,0.66,CANDY,12
910992,418699,GURLEY 2/$2 CHERRY SLICES,CANDY-GURLEY'S 2/$2.00 PEG LINE,10077449505936.00,CSE,00012 EA,12/CASE,7.94,1,77449505939.00,10077449505936.00,10077449505936.00,0.66,CANDY,12
910992,418723,NOW & LATER JAR ASSORTED,CANDY .06 UP TO .19,41420017636.00,JAR,00399 EA,399/JAR,21.67,0.08,,41420017636.00,10041420017633.00,0.06,CANDY,31.92
910992,418731,GURLEY 2/$2 CHERRY SOURS,CANDY-GURLEY'S 2/$2.00 PEG LINE,10077449505943.00,CSE,00012 EA,12/CASE,7.94,1,77449505946.00,10077449505943.00,10077449505943.00,0.66,CANDY,12
910992,418749,GURLEY 2/$2 CINNAMON BEARS,CANDY-GURLEY'S 2/$2.00 PEG LINE,10077449505950.00,CSE,00012 EA,12/CASE,7.94,1,77449505953.00,10077449505950.00,10077449505950.00,0.66,CANDY,12
910992,418756,GURLEY 2/$2 CINNAMON DISCS,CANDY-GURLEY'S 2/$2.00 PEG LINE,10077449505967.00,CSE,00012 EA,12/CASE,7.94,1,77449505960.00,10077449505967.00,10077449505967.00,0.66,CANDY,12
910992,418764,GURLEY 2/$2 CINNAMON FIREBALLS,CANDY-GURLEY'S 2/$2.00 PEG LINE,10077449505974.00,CSE,00012 EA,12/CASE,7.94,1,77449505977.00,10077449505974.00,10077449505974.00,0.66,CANDY,12
910992,418772,GURLEY 2/$2 FRUIT SLICES,CANDY-GURLEY'S 2/$2.00 PEG LINE,10077449506001.00,CSE,00012 EA,12/CASE,7.94,1,77449506004.00,10077449506001.00,10077449506001.00,0.66,CANDY,12
910992,418780,GURLEY 2/$2 GUM DROPS,CANDY-GURLEY'S 2/$2.00 PEG LINE,10077449506018.00,CSE,00012 EA,12/CASE,7.94,1,77449506011.00,10077449506018.00,10077449506018.00,0.66,CANDY,12
910992,418798,GURLEY 2/$2 GUMMY APPLE RINGS,CANDY-GURLEY'S 2/$2.00 PEG LINE,10077449506025.00,CSE,00012 EA,12/CASE,7.94,1,77449506028.00,10077449506025.00,10077449506025.00,0.66,CANDY,12
910992,418806,GURLEY 2/$2 GUMMY BEARS,CANDY-GURLEY'S 2/$2.00 PEG LINE,10077449506032.00,CSE,00012 EA,12/CASE,7.94,1,77449506035.00,10077449506032.00,10077449506032.00,0.66,CANDY,12
910992,418814,EXTRA 15 STK SWT WATERMELON,CHEWING GUM,22000159519.00,BOX,00010 EA,10/BOX,11.94,1.79,22000008381.00,22000159519.00,10022000220346.00,1.2,CANDY,17.9
910992,418822,GURLEY 2/$2 GUMMY BLUE SHARKS,CANDY-GURLEY'S 2/$2.00 PEG LINE,10077449506049.00,CSE,00012 EA,12/CASE,7.94,1,77449506042.00,10077449506049.00,10077449506049.00,0.66,CANDY,12
910992,418830,GURLEY 2/$2 GUMMY BRITEWORMS,CANDY-GURLEY'S 2/$2.00 PEG LINE,10077449506056.00,CSE,00012 EA,12/CASE,7.94,1,77449506059.00,10077449506056.00,10077449506056.00,0.66,CANDY,12
910992,418848,GURLEY 2/$2 GUMMY BUTTERFLIES,CANDY-GURLEY'S 2/$2.00 PEG LINE,10077449506063.00,CSE,00012 EA,12/CASE,7.94,1,77449506066.00,10077449506063.00,10077449506063.00,0.66,CANDY,12
910992,418855,GURLEY 2/$2 GUMMY PEACH RINGS,CANDY-GURLEY'S 2/$2.00 PEG LINE,10077449506070.00,CSE,00012 EA,12/CASE,7.94,1,77449506073.00,10077449506070.00,10077449506070.00,0.66,CANDY,12
910992,418863,GURLEY 2/$2 GUMMY BEARS SOUR,CANDY-GURLEY'S 2/$2.00 PEG LINE,10077449506100.00,CSE,00012 EA,12/CASE,7.94,1,77449506103.00,10077449506100.00,10077449506100.00,0.66,CANDY,12
910992,418871,GURLEY 2/$2 GUMMY WORMS SOUR,CANDY-GURLEY'S 2/$2.00 PEG LINE,10077449506117.00,CSE,00012 EA,12/CASE,7.94,1,77449506110.00,10077449506117.00,10077449506117.00,0.66,CANDY,12
910992,418889,GURLEY 2/$2 GUMMY WTRMELN RINGS,CANDY-GURLEY'S 2/$2.00 PEG LINE,10077449506124.00,CSE,00012 EA,12/CASE,7.94,1,77449506127.00,10077449506124.00,10077449506124.00,0.66,CANDY,12
910992,418897,GURLEY 2/$2 GUMMY WORMS,CANDY-GURLEY'S 2/$2.00 PEG LINE,10077449506131.00,CSE,00012 EA,12/CASE,7.94,1,77449506134.00,10077449506131.00,10077449506131.00,0.66,CANDY,12
910992,418905,GURLEY 2/$2 JELLY BEANS,CANDY-GURLEY'S 2/$2.00 PEG LINE,10077449506148.00,CSE,00012 EA,12/CASE,7.94,1,77449506141.00,10077449506148.00,10077449506148.00,0.66,CANDY,12
910992,418913,GURLEY 2/$2 RAINBOW BELT SOUR,CANDY-GURLEY'S 2/$2.00 PEG LINE,10077449506636.00,CSE,00012 EA,12/CASE,7.94,1,77449506639.00,10077449506636.00,10077449506636.00,0.66,CANDY,12
910992,418921,GURLEY 2/$2 LEMON DROPS,CANDY-GURLEY'S 2/$2.00 PEG LINE,10077449506162.00,CSE,00012 EA,12/CASE,7.94,1,77449506165.00,10077449506162.00,10077449506162.00,0.66,CANDY,12
910992,418939,BIG RED SLIM PACK,CHEWING GUM,22000106995.00,BOX,00010 EA,10/BOX,10.4,1.59,22000006684.00,22000106995.00,10022000217377.00,1.05,CANDY,15.9
910992,418947,DOUBLEMINT SLIM PACK,CHEWING GUM,22000106971.00,BOX,00010 EA,10/BOX,10.4,1.59,22000006660.00,22000106971.00,10022000217353.00,1.05,CANDY,15.9
910992,418954,JUICY FRUIT SLIM PACK,CHEWING GUM,22000106988.00,BOX,00010 EA,10/BOX,10.4,1.59,22000006677.00,22000106988.00,10022000217360.00,1.05,CANDY,15.9
910992,418962,SPEARMINT SLIM PACK,CHEWING GUM,22000106964.00,BOX,00010 EA,10/BOX,10.4,1.59,22000006653.00,22000106964.00,10022000217346.00,1.05,CANDY,15.9
910992,418970,WINTERFRESH SLIM PACK,CHEWING GUM,22000107008.00,BOX,00010 EA,10/BOX,10.4,1.59,22000006691.00,22000107008.00,10022000217384.00,1.05,CANDY,15.9
910992,418996,GURLEY 2/$2 ORANGE SLICES,CANDY-GURLEY'S 2/$2.00 PEG LINE,10077449506186.00,CSE,00012 EA,12/CASE,7.94,1,77449506189.00,10077449506186.00,10077449506186.00,0.66,CANDY,12
910992,419002,GURLEY 2/$2 PEANUT BUTTER BARS,CANDY-GURLEY'S 2/$2.00 PEG LINE,10077449506193.00,CSE,00012 EA,12/CASE,7.94,1,77449506196.00,10077449506193.00,10077449506193.00,0.66,CANDY,12
910992,419010,GURLEY 2/$2 PEPPERMINT PUFFS,CANDY-GURLEY'S 2/$2.00 PEG LINE,10077449506209.00,CSE,00012 EA,12/CASE,7.94,1,77449506202.00,10077449506209.00,10077449506209.00,0.66,CANDY,12
910992,419028,GURLEY 2/$2 PEPPERMINT TWISTS,CANDY-GURLEY'S 2/$2.00 PEG LINE,10077449506216.00,CSE,00012 EA,12/CASE,7.94,1,77449506219.00,10077449506216.00,10077449506216.00,0.66,CANDY,12
910992,419036,GURLEY 2/$2 RED MINI JUJU FISH,CANDY-GURLEY'S 2/$2.00 PEG LINE,10077449506223.00,CSE,00012 EA,12/CASE,7.94,1,77449506226.00,10077449506223.00,10077449506223.00,0.66,CANDY,12
910992,419044,GURLEY 2/$2 ROOT BEER BARRELS,CANDY-GURLEY'S 2/$2.00 PEG LINE,10077449506230.00,CSE,00012 EA,12/CASE,7.94,1,77449506233.00,10077449506230.00,10077449506230.00,0.66,CANDY,12
910992,419051,GURLEY 2/$2 SPICE DROPS,CANDY-GURLEY'S 2/$2.00 PEG LINE,10077449506247.00,CSE,00012 EA,12/CASE,7.94,1,77449506240.00,10077449506247.00,10077449506247.00,0.66,CANDY,12
910992,419085,GURLEY 2/$2 STARLIGHT MINTS,CANDY-GURLEY'S 2/$2.00 PEG LINE,10077449506254.00,CSE,00012 EA,12/CASE,7.94,1,77449506257.00,10077449506254.00,10077449506254.00,0.66,CANDY,12
910992,419093,GURLEY 2/$2 TOOTSIE ROLL MIDGEES,CANDY-GURLEY'S 2/$2.00 PEG LINE,10077449506278.00,CSE,00012 EA,12/CASE,7.94,1,77449506271.00,10077449506278.00,10077449506278.00,0.66,CANDY,12
910992,419101,GURLEY 2/$2 CARAMELS VANILLA,CANDY-GURLEY'S 2/$2.00 PEG LINE,10077449506285.00,CSE,00012 EA,12/CASE,7.94,1,77449506288.00,10077449506285.00,10077449506285.00,0.66,CANDY,12
910992,419143,MENTOS GUM PURE FRESH MINT,CHEWING GUM,73390011789.00,BOX,00010 EA,10/BOX,13.75,2.15,73390013936.00,73390011789.00,73390636203.00,1.38,CANDY,21.5
910992,419200,TRIDENT POCKET PACK ORIGINAL 28CT,CHEWING GUM,73390050733.00,BOX,00006 EA,6/BOX,11.78,3.13,73390055332.00,73390050733.00,10073390050730.00,1.97,CANDY,18.78
910992,419226,TRIDENT MEGA TROPICAL TWIST,CHEWING GUM,73390050757.00,BOX,00009 EA,9/BOX,9.8,1.77,73390055356.00,73390050757.00,10073390050754.00,1.09,CANDY,15.93
910992,419234,TRIDENT VIBES SR PATCH BLU RSP BTL,CHEWING GUM,73390050771.00,BOX,00006 EA,6/BOX,18.85,4.86,73390055370.00,73390050771.00,10073390050778.00,3.15,CANDY,29.16
910992,419242,TRIDENT VIBES SR PATCH REDBRY BTL,CHEWING GUM,12546014779.00,BOX,00006 EA,6/BOX,18.85,4.86,73390055349.00,12546014779.00,10073390050747.00,3.15,CANDY,29.16
910992,419259,MAMBA FRUIT CHEWS PEG 7 0Z,CANDY-SINGLE PICK-PEGGABLE,72799056360.00,EA,00001 EA, 1/12 CS,2.59,3.79,72799056360.00,72799056360.00,72799056377.00,2.59,CANDY,3.79
910992,419267,MAMBA FRUIT CHEWS MAGIC STK PEG6.3Z,CANDY-SINGLE PICK-PEGGABLE,72799057862.00,EA,00001 EA, 1/12 CS,2.59,3.79,72799057862.00,72799057862.00,72799057879.00,2.59,CANDY,3.79
910992,419275,MAMBA FRUIT CHEWS TROPICAL PEG 7OZ,CANDY-SINGLE PICK-PEGGABLE,72799931162.00,EA,00001 EA, 1/12 CS,2.59,3.79,72799931162.00,72799931162.00,72799117436.00,2.59,CANDY,3.79
910992,419291,LS GUMMI SOURS PEG 7OZ,CANDY-SINGLE PICK-PEGGABLE,19000170491.00,EA,00001 EA, 1/12 CS,2.19,3.19,19000170491.00,19000170491.00,10019000170498.00,2.19,CANDY,3.19
910992,419309,EXTRA 15 STK POLAR ICE,CHEWING GUM,22000159533.00,BOX,00010 EA,10/BOX,11.94,1.79,22000008985.00,22000159533.00,10022000220360.00,1.2,CANDY,17.9
910992,419317,EXTRA 15 STK PEPPERMINT,CHEWING GUM,22000159526.00,BOX,00010 EA,10/BOX,11.94,1.79,22000008916.00,22000159526.00,10022000220353.00,1.2,CANDY,17.9
910992,419325,EXTRA 15 STK BUBBLE GUM,CHEWING GUM,22000159489.00,BOX,00010 EA,10/BOX,11.94,1.79,22000008459.00,22000159489.00,10022000220261.00,1.2,CANDY,17.9
910992,419333,EXTRA 15 STK SPEARMINT,CHEWING GUM,22000159540.00,BOX,00010 EA,10/BOX,11.94,1.79,22000008992.00,22000159540.00,10022000220377.00,1.2,CANDY,17.9
910992,419341,SKITTLES GUMMI SOUR PEG 5.8OZ,CANDY-SINGLE PICK-PEGGABLE,22000289735.00,EA,00001 EA, 1/12 CS,2.19,3.19,22000289735.00,22000289735.00,10022000289749.00,2.19,CANDY,3.19
910992,419358,EXTRA 15 STK WINTERFRESH,CHEWING GUM,22000159465.00,BOX,00010 EA,10/BOX,11.94,1.79,22000008404.00,22000159465.00,10022000220247.00,1.2,CANDY,17.9
910992,419366,M&M CRUNCHY COOKIE,CANDY OVER .50,40000580898.00,CSE,00024 EA,24/BOX,27.59,1.79,40000580881.00,40000580898.00,10040000580901.00,1.15,CANDY,42.96
910992,419374,M&M CRUNCHY COOKIE KING SIZE,CANDY OVER .50,40000580928.00,BOX,00024 EA,24/BOX,44.15,2.89,40000580911.00,40000580928.00,10040000580956.00,1.84,CANDY,69.36
910992,419382,LOLLI POPPERS FLIP TOY WITH CANDY,CANDY-SPECIALITY ITEMS,48014375912.00,BOX,00016 EA,16/BOX,50.3,4.69,48014010998.00,48014375912.00,48014375929.00,3.14,CANDY,75.04
910992,419390,GUMMY GOOGLY EYES CNDY EYEBALLS JAR,CANDY-SPECIALITY ITEMS,48014347797.00,JAR,00050 EA,50/JAR,33,0.99,48014010905.00,48014347797.00,48014347780.00,0.66,CANDY,49.5
910992,419440,TOXIC WASTE ORIGINAL DRUM,CANDY-SPECIALITY ITEMS,10898940001327.00,BOX,00012 EA,12/BOX,13.96,1.79,898940001320.00,10898940001327.00,20898940001324.00,1.16,CANDY,21.48
910992,419457,TOXIC WASTE SPEC EDITION COLOR DRUM,CANDY-SPECIALITY ITEMS,10898940001334.00,BOX,00012 EA,12/BOX,13.96,1.79,898940001337.00,10898940001334.00,20898940001331.00,1.16,CANDY,21.48
910992,419465,TOXIC WASTE ATOMZ,CANDY-SPECIALITY ITEMS,10898940001044.00,BOX,00012 EA,12/BOX,9.55,1.19,898940001047.00,10898940001044.00,20898940001041.00,0.8,CANDY,14.28
910992,419473,TOXIC WASTE SLIME LICKER 2OZ,CANDY-SPECIALITY ITEMS,10850034597253.00,BOX,00012 EA,12/BOX,19.4,2.39,898940001016.00,10850034597253.00,20850034597250.00,1.62,CANDY,28.68
910992,419481,TOXIC WASTE SMOG BALLS,CANDY-SPECIALITY ITEMS,898940001344.00,EA,00001 EA, 1/144 CS,1.38,2,898940001344.00,898940001344.00,20898940001348.00,1.38,CANDY,2
910992,419499,TOXIC WASTE NUCLEAR FUSION,CANDY-SPECIALITY ITEMS,898940001498.00,EA,00001 EA, 1/48 CS,1.25,1.79,898940001498.00,898940001498.00,20898940001492.00,1.25,CANDY,1.79
910992,419507,TOXIC WASTE SOUR BEARS 5OZ,CANDY-SPECIALITY ITEMS,898940001238.00,EA,00001 EA, 1/72 CS,1.52,2.19,898940001238.00,898940001238.00,20898940001232.00,1.52,CANDY,2.19
910992,419531,FRUITY PEBBLES CANDY BAR KS,CANDY OVER .50,41376107818.00,BOX,00018 EA,18/BOX,27.82,2.29,41376107795.00,41376107818.00,10041376109635.00,1.55,CANDY,41.22
910992,419549,KRABBY PATTIES GIANT CHANGEMAKER,CANDY .20 UP TO .50,41376103711.00,BOX,00036  EA,36/BOX,10.4,0.5,41376103704.00,41376103711.00,10041376103701.00,0.29,CANDY,18
910992,419564,KIDSMANIA SODA CAN,CANDY-SPECIALITY ITEMS,686464485203.00,BOX,00012 EA,12/BOX,15.92,2.09,686464485005.00,686464485203.00,686464485708.00,1.33,CANDY,25.08
910992,419572,KIDSMANIA OOZE TUBE,CANDY-SPECIALITY ITEMS,686464588201.00,BOX,00012 EA,12/BOX,15.92,2.09,686464588003.00,686464588201.00,686464588706.00,1.33,CANDY,25.08
910992,419580,KIDSMANIA FLIP PHONE,CANDY-SPECIALITY ITEMS,686464487207.00,BOX,00012 EA,12/BOX,15.92,2.09,686464487009.00,686464487207.00,686464487702.00,1.33,CANDY,25.08
910992,419598,KIDSMANIA GATOR CHOMP,CANDY-SPECIALITY ITEMS,686464824200.00,BOX,00012 EA,12/BOX,15.92,2.09,686464824002.00,686464824200.00,686464824705.00,1.33,CANDY,25.08
910992,419606,KIDSMANIA SWEET SOAKER,CANDY-SPECIALITY ITEMS,686464495202.00,BOX,00012 EA,12/BOX,15.92,2.09,686464495004.00,686464495202.00,686464495707.00,1.33,CANDY,25.08
910992,419614,KIDSMANIA SOUR BLAST,CANDY-SPECIALITY ITEMS,686464545204.00,BOX,00012 EA,12/BOX,15.92,2.09,686464545006.00,686464545204.00,686464545709.00,1.33,CANDY,25.08
910992,419697,REESE STICKS KING SIZE,CANDY OVER .50,34000202003.00,BOX,00024 EA,24/BOX,40.83,2.69,34000002030.00,34000202003.00,20034000202007.00,1.71,CANDY,64.56
910992,419705,M&M PEANUT BUTTER KING SIZE,CANDY OVER .50,40000380603.00,BOX,00024 EA,24/BOX,44.15,2.89,40000002239.00,40000380603.00,10040000380600.00,1.84,CANDY,69.36
910992,419713,BIG RED GUM 5-STICK .50,CHEWING GUM,22000293190.00,BOX,00040 EA,40/BOX,11.06,0.5,22000293183.00,22000293190.00,10022000293203.00,0.28,CANDY,20
910992,419721,ICE BREAKR MINT SPEARMNT TIN,MINTS,34000721238.00,BOX,00008 EA,8/BOX,14.93,2.99,34000000067.00,34000721238.00,20034000721232.00,1.87,CANDY,23.92
910992,419739,DOUBLEMINT GUM 5-STICK .50,CHEWING GUM,22000293220.00,BOX,00040 EA,40/BOX,11.06,0.5,22000293213.00,22000293220.00,10022000293234.00,0.28,CANDY,20
910992,419747,JUICY FRUIT GUM 5-STICK .50,CHEWING GUM,22000293251.00,BOX,00040 EA,40/BOX,11.06,0.5,22000293244.00,22000293251.00,10022000293265.00,0.28,CANDY,20
910992,419754,SPEARMINT GUM 5-STICK .50,CHEWING GUM,22000293312.00,BOX,00040 EA,40/BOX,11.06,0.5,22000293305.00,22000293312.00,10022000293326.00,0.28,CANDY,20
910992,419762,WINTERFRESH GUM 5-STICK .50,CHEWING GUM,22000293282.00,BOX,00040 EA,40/BOX,11.06,0.5,22000293275.00,22000293282.00,10022000293296.00,0.28,CANDY,20
910992,419820,SOUR PUNCH BITES RAGIN REDS 5OZ PEG,CANDY-SINGLE PICK-PEGGABLE,41364087085.00,EA,00001 EA, 1/12 CS,1.6,2.39,41364087085.00,41364087085.00,10041364187089.00,1.6,CANDY,2.39
910992,419838,SOUR PUNCH BITES TROPICAL 9OZ PEG,CANDY-SINGLE PICK-PEGGABLE,41364087368.00,EA,00001 EA, 1/12 CS,2.71,3.99,41364087368.00,41364087368.00,10041364187362.00,2.71,CANDY,3.99
910992,419861,SWEETART CHWY FUSIONS FRT PUNCH 3Z,CANDY OVER .50,79200251703.00,BOX,00012 EA,12/BOX,22.52,2.69,79200051709.00,79200251703.00,10079200051706.00,1.88,CANDY,32.28
910992,419895,MEIJI HELLO PANDA STRAWBERY 7OZ PEG,CANDY-SINGLE PICK-PEGGABLE,72320700922.00,EA,00001 EA, 1/6 CS,3.18,4.69,72320700922.00,72320700922.00,10072320700929.00,3.18,CANDY,4.69
910992,419903,MEIJI HELLO PANDA VANILLA 7OZ PEG,CANDY-SINGLE PICK-PEGGABLE,72320700939.00,EA,00001 EA, 1/6 CS,3.18,4.69,72320700939.00,72320700939.00,10072320700936.00,3.18,CANDY,4.69
910992,419911,HI-CHEW FRT CHEW FANTASY MIX 3OZ,CANDY-SINGLE PICK-PEGGABLE,850017589209.00,EA,00001 EA, 1/6 CS,2.13,3.09,850017589209.00,850017589209.00,10850017589206.00,2.13,CANDY,3.09
910992,419929,HI-CHEW FRT CHEW INFRUSION MIX 4.2Z,CANDY-SINGLE PICK-PEGGABLE,850017589254.00,EA,00001 EA, 1/7 CS,2.99,4.29,850017589254.00,850017589254.00,10850017589251.00,2.99,CANDY,4.29
910992,419937,BLOW POPS BURSTING BERRY,CANDY .20 UP TO .50,14200338597.00,BOX,00048 EA,48/BOX,8.58,0.25,14200000593.00,14200338597.00,14200038596.00,0.18,CANDY,12
910992,419945,LINDOR HAZELNUT BAR 1.2OZ,CANDY OVER .50,20009542433943.00,BOX,00018 EA,18/BOX,30.86,2.49,9542433949.00,20009542433943.00,20009542433943.00,1.72,CANDY,44.82
910992,420018,LS GUMMI 5 FLAVOR PEG 7 OZ,CANDY-SINGLE PICK-PEGGABLE,19000083425.00,EA,00001 EA, 1/12 CS,2.19,3.19,19000083425.00,19000083425.00,10019000083422.00,2.19,CANDY,3.19
910992,420042,STARBURST MINIS ALL PINK PEG 8OZ,CANDY-SINGLE PICK-PEGGABLE,22000022837.00,EA,00001 EA, 1/8 CS,2.85,4.29,22000022837.00,22000022837.00,10022000263534.00,2.85,CANDY,4.29
910992,420059,HI-CHEW FRT CHEW TROP 12.7Z POUCH,CANDY-SINGLE PICK-STAND UP BAGS,851681008119.00,EA,00001 EA, 1/4 CS,5.59,7.99,851681008119.00,851681008119.00,10851681008116.00,5.59,CANDY,7.99
910992,420067,HI-CHEW FRT CHEW ORIG 12.7Z POUCH,CANDY-SINGLE PICK-STAND UP BAGS,851681008379.00,EA,00001 EA, 1/6 CS,5.59,7.99,851681008379.00,851681008379.00,10851681008376.00,5.59,CANDY,7.99
910992,420075,HI-CHEW FRT CHEW SWT&SR 12.7Z POUCH,CANDY-SINGLE PICK-STAND UP BAGS,851681008133.00,EA,00001 EA, 1/4 CS,5.59,7.99,851681008133.00,851681008133.00,850017589018.00,5.59,CANDY,7.99
910992,420083,KIDSMANIA QUICK BLAST,CANDY-SPECIALITY ITEMS,686464497206.00,BOX,00012 EA,12/BOX,15.92,2.09,686464497008.00,686464497206.00,686464497701.00,1.33,CANDY,25.08
910992,420166,LAFFY TAFFY BANANA SINGLES,CANDY OVER .50,79200978617.00,BOX,00024 EA,24/BOX,23.26,1.49,79200562106.00,79200978617.00,79200336615.00,0.97,CANDY,35.76
910992,420174,LAFFY TAFFY CHERRY SINGLES,CANDY OVER .50,79200600129.00,BOX,00024 EA,24/BOX,23.26,1.59,,79200600129.00,79200458744.00,0.97,CANDY,38.16
910992,420182,LAFFY TAFFY STRAWBERRY SINGLES,CANDY OVER .50,79200965143.00,BOX,00024 EA,24/BOX,23.26,1.49,79200149369.00,79200965143.00,79200698546.00,0.97,CANDY,35.76
910992,420281,DUBBLE BUBBLE GUM ASST BUCKET,CANDY .06 UP TO .19,59642164007.00,BKT,00300 EA,300/BKT,12.85,0.08,,59642164007.00,10059642164004.00,0.05,CANDY,24
910992,420307,MILKY WAY COOKIE DOUGH KS,CANDY OVER .50,40000581383.00,BOX,00024 EA,24/BOX,44.15,2.89,40000581376.00,40000581383.00,10040000581397.00,1.84,CANDY,69.36
910992,420315,REESE CUP MINIS KING SIZE,CANDY OVER .50,34000470211.00,BOX,00016 EA,16/BOX,27.23,2.69,34000470228.00,34000470211.00,20034000470215.00,1.71,CANDY,43.04
910992,420323,TWIX CANDY COOKIE DOUGH,CANDY OVER .50,40000583523.00,BOX,00020 EA,20/BOX,22.99,1.79,40000583516.00,40000583523.00,10040000583537.00,1.15,CANDY,35.8
910992,420331,TWIX CANDY COOKIE DOUGH KS,CANDY OVER .50,40000583554.00,BOX,00020 EA,20/BOX,36.78,2.89,40000583547.00,40000583554.00,10040000583568.00,1.84,CANDY,57.8
910992,420349,TIC TAC BIG PK ORANGE,MINTS,9800057733.00,BOX,00012 EA,12/BOX,13.17,1.69,9800007639.00,9800057733.00,10009800007735.00,1.1,CANDY,20.28
910992,420356,M&M CARAMEL COLD BREW,CANDY OVER .50,40000586081.00,BOX,00024 EA,24/BOX,27.59,1.79,40000586074.00,40000586081.00,10040000586095.00,1.15,CANDY,42.96
910992,420372,M&M CARAMEL COLD BREW KS,CANDY OVER .50,40000586111.00,BOX,00024 EA,24/BOX,44.15,2.89,40000586104.00,40000586111.00,10040000586125.00,1.84,CANDY,69.36
910992,420406,EXTRA 15 STK PINK LEMONADE,CHEWING GUM,22000292797.00,BOX,00010 EA,10/BOX,11.94,1.79,22000292780.00,22000292797.00,22000292803.00,1.2,CANDY,17.9
910992,420414,SNICKERS CRUNCHY PEANUT BUTTER,CANDY OVER .50,40000594123.00,BOX,00018 EA,18/BOX,20.7,1.79,40000394129.00,40000594123.00,10040000394126.00,1.15,CANDY,32.22
910992,420430,JR GUMMIES SOUR LEMONADE PEG6.5OZ,CANDY-SINGLE PICK-PEGGABLE,10700859129.00,EA,00001 EA, 1/12 CS,2.47,3.69,10700859129.00,10700859129.00,10010700859126.00,2.47,CANDY,3.69
910992,420448,TWIZZLERS GUMMIES PEG 7OZ,CANDY-SINGLE PICK-PEGGABLE,34000943500.00,EA,00001 EA, 1/12 CS,2.47,3.69,34000943500.00,34000943500.00,10034000943507.00,2.47,CANDY,3.69
910992,420471,KIT KAT BIRTHDAY CAKE KS,CANDY OVER .50,34000943142.00,BOX,00024 EA,24/BOX,40.83,2.69,34000943159.00,34000943142.00,20034000943146.00,1.71,CANDY,64.56
910992,420489,ICE BRKR CUBES BOTTLE MINT CRYSTAL,CHEWING GUM,34000706143.00,BOX,00006 EA,6/BOX,20.13,4.99,34000711789.00,34000706143.00,20034000706147.00,3.36,CANDY,29.94
910992,420497,FERRERO ROCHER CHOCOLATE 3PK,CANDY OVER .50,9800123124.00,BOX,00012 EA,12/BOX,18.94,2.49,9800123018.00,9800123124.00,10009800123244.00,1.58,CANDY,29.88
910992,420505,FACE TWISTERS SOUR GUM STRAWBERRY,CANDY OVER .50,793216042338.00,BOX,00012 EA,12/BOX,18.15,2.39,793216041201.00,793216042338.00,793216042109.00,1.51,CANDY,28.68
910992,420513,FACE TWISTERS SOUR GUM GREEN APPLE,CANDY OVER .50,793216042345.00,BOX,00012 EA,12/BOX,18.15,2.39,793216041218.00,793216042345.00,793216042116.00,1.51,CANDY,28.68
910992,420521,FACE TWISTERS SOUR TAFFY STRW/APPLE,CANDY OVER .50,793216510103.00,BOX,00024 EA,24/BOX,21.2,1.29,793216510202.00,793216510103.00,793216510004.00,0.88,CANDY,30.96
910992,420539,FACE TWISTERS SOUR TAFFY BLU RASP,CANDY OVER .50,793216520102.00,BOX,00024 EA,24/BOX,21.2,1.29,793216520201.00,793216520102.00,793216520003.00,0.88,CANDY,30.96
910992,420547,FACE TWISTERS SOUR SLIME,CANDY OVER .50,793216100205.00,BOX,00018 EA,18/BOX,20.69,1.69,793216100502.00,793216100205.00,793216100106.00,1.15,CANDY,30.42
910992,420554,FACE TWISTERS SOUR PAINT ROLLER,CANDY OVER .50,793216120203.00,BOX,00012 EA,12/BOX,13.79,1.69,793216120302.00,793216120203.00,793216120104.00,1.15,CANDY,20.28
